"Song.Name","Song.Length","Album","Artist","Date.Released","Tags"
"Pepe","3:17","First Love - EP","CLC","19 March 2015","k-pop;2015;k-pop;girl group;korean;pop;kpop;clc;dance"
"SHARALA","3:21","First Love - EP","CLC","19 March 2015","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"First Love","3:41","First Love - EP","CLC","19 March 2015","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Opening the Window","3:34","First Love - EP","CLC","19 March 2015","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"두근두근 러브","Add lyrics on Musixmatch","초코뱅크 (Original Sound Track), Pt. 1","CLC","14 February 2016","female vocalists;cute;k-pop;ost;kpop;asian;asian music;k-pop;girl group;korean;pop;kpop;clc;dance"
"두근두근 러브 (instrumental)","Add lyrics on Musixmatch","초코뱅크 (Original Sound Track), Pt. 1","CLC","14 February 2016","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Where Are You?","3:40","FREE'SM","CLC","4 August 2017","2017;k-pop;kpop;asian;korean pop;asian pop;citypop;k-pop;girl group;korean;pop;kpop;clc;dance"
"BAE","3:33","FREE'SM","CLC","4 August 2017","k-pop;pop;korean;kpop;asian;korean pop;asian pop;k-pop;girl group;korean;pop;kpop;clc;dance"
"I LIKE IT","3:32","FREE'SM","CLC","4 August 2017","k-pop;korean;kpop;asian;korean pop;asian pop;10s;k-pop;girl group;korean;pop;kpop;clc;dance"
"CALL MY NAME","3:04","FREE'SM","CLC","4 August 2017","k-pop;pop;korean;kpop;asian;korean pop;asian pop;k-pop;girl group;korean;pop;kpop;clc;dance"
"SUMMER KISS","3:27","FREE'SM","CLC","4 August 2017","k-pop;korean;kpop;asian;korean pop;asian pop;10s;k-pop;girl group;korean;pop;kpop;clc;dance"
"Hold Your Hand","4:00","FREE'SM","CLC","4 August 2017","k-pop;korean;kpop;asian;korean pop;asian pop;10s;k-pop;girl group;korean;pop;kpop;clc;dance"
"ME(美)","3:13","ME(美)","CLC","30 May 2019","k-pop;korean;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"What Planet Are You From?","3:10","Nu.Clear - EP","CLC","30 May 2016","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"No Oh Oh","3:43","Nu.Clear - EP","CLC","30 May 2016","k-pop;female vocalists;k-pop;girl group;korean;pop;kpop;clc;dance"
"One, Two, Three","3:36","Nu.Clear - EP","CLC","30 May 2016","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Day by Day","3:50","Nu.Clear - EP","CLC","30 May 2016","k-pop;pop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Dear My Friend","3:26","Nu.Clear - EP","CLC","30 May 2016","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"It's Too Late","3:32","Nu.Clear - EP","CLC","30 May 2016","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"카페모카 주세요","3:25","첫사랑","CLC","19 March 2015","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Pepe","3:17","첫사랑","CLC","19 March 2015","k-pop;2015;k-pop;girl group;korean;pop;kpop;clc;dance"
"샤랄라 (Sharala)","3:21","첫사랑","CLC","19 March 2015","k-pop;k-pop;girl group;korean;pop;kpop;clc;dance"
"첫사랑","3:41","첫사랑","CLC","19 March 2015","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"창문을 열고","3:34","첫사랑","CLC","19 March 2015","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"High Heels","3:25","Refresh - EP","CLC","29 February 2016","k-pop;female vocalists;kpop;asian;korean pop;asian pop;2016;k-pop;girl group;korean;pop;kpop;clc;dance"
"Refresh","3:26","Refresh - EP","CLC","29 February 2016","k-pop;female vocalists;kpop;asian;korean pop;asian pop;2016;k-pop;girl group;korean;pop;kpop;clc;dance"
"Yaya (Say Bye to Solo)","3:13","Refresh - EP","CLC","29 February 2016","k-pop;female vocalists;kpop;asian;2016;asian pop;korean pop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Friend Lover Zone","3:25","Refresh - EP","CLC","29 February 2016","k-pop;female vocalists;kpop;asian;2016;asian pop;korean pop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Eighteen","3:29","Refresh - EP","CLC","29 February 2016","k-pop;girl group;female vocalists;cute;kpop;asian;korean pop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Hey-yo","3:34","Question - EP","CLC","28 May 2015","k-pop;cute;kpop;female vocalists;k-pop;girl group;korean;pop;kpop;clc;dance"
"Like","3:08","Question - EP","CLC","28 May 2015","female vocalists;cute;k-pop;kpop;asian;asian music;girlgroup;korean pop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Lucky","3:09","Question - EP","CLC","28 May 2015","k-pop;cute;kpop;female vocalists;k-pop;girl group;korean;pop;kpop;clc;dance"
"Hide and Seek","3:20","Question - EP","CLC","28 May 2015","female vocalists;cute;k-pop;kpop;asian;asian music;girlgroup;korean pop;k-pop;girl group;korean;pop;kpop;clc;dance"
"What Should I Do","3:48","Question - EP","CLC","28 May 2015","girl group;sad;female vocalists;cute;k-pop;kpop;ballad;k-pop;girl group;korean;pop;kpop;clc;dance"
"ファーストラブ","3:41","High Heels - EP","CLC","13 April 2016","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Pepe","3:17","High Heels - EP","CLC","13 April 2016","k-pop;2015;k-pop;girl group;korean;pop;kpop;clc;dance"
"クングメ","3:45","High Heels - EP","CLC","13 April 2016","k-pop;j-pop;k-pop;girl group;korean;pop;kpop;clc;dance"
"High Heels","3:25","High Heels - EP","CLC","13 April 2016","k-pop;female vocalists;kpop;asian;korean pop;asian pop;2016;k-pop;girl group;korean;pop;kpop;clc;dance"
"I should be so lucky","3:32","High Heels - EP","CLC","13 April 2016","cover;k pop;k-pop;girl group;korean;pop;kpop;clc;dance"
"To the Sky","3:05","To the Sky - Single","CLC","1 February 2018","k-pop;pop;electropop;house;k-pop;girl group;korean;pop;kpop;clc;dance"
"ファーストラブ","3:41","High Heels","CLC","13 April 2016","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Pepe","3:17","High Heels","CLC","13 April 2016","k-pop;2015;k-pop;girl group;korean;pop;kpop;clc;dance"
"クングメ","3:45","High Heels","CLC","13 April 2016","k-pop;j-pop;k-pop;girl group;korean;pop;kpop;clc;dance"
"High Heels (イェポジゲ)","3:25","High Heels","CLC","13 April 2016","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"I should be so lucky","3:32","High Heels","CLC","13 April 2016","cover;k pop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Kay Million Letter To Jaz","3:04","Kay Million Letter To Jaz","CLC","1 track, 3:04","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Eighteen","3:29","Eighteen - Single","CLC","16 April 2015","k-pop;girl group;female vocalists;cute;kpop;asian;korean pop;k-pop;girl group;korean;pop;kpop;clc;dance"
"No","3:01","No. 1 - EP","CLC","30 January 2019","k-pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"SHOW","3:31","No. 1 - EP","CLC","30 January 2019","k-pop;electropop;tropical house;electro house;k-pop;girl group;korean;pop;kpop;clc;dance"
"Breakdown","3:11","No. 1 - EP","CLC","30 January 2019","korean;2019;k-pop;girl group;korean;pop;kpop;clc;dance"
"Like It","3:13","No. 1 - EP","CLC","30 January 2019","2019;girl group;k-pop;female vocalists;k-pop;girl group;korean;pop;kpop;clc;dance"
"I Need U","3:26","No. 1 - EP","CLC","30 January 2019","pop;vocal;k-pop;electropop;k-pop;girl group;korean;pop;kpop;clc;dance"
"ME (美)","3:13","ME (美)","CLC","29 May 2019","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Cafe Mocha Please","3:25","첫사랑 - EP","CLC","19 March 2015","k-pop;korean;2015;best non title;k-pop;girl group;korean;pop;kpop;clc;dance"
"Pepe","3:17","첫사랑 - EP","CLC","19 March 2015","k-pop;2015;k-pop;girl group;korean;pop;kpop;clc;dance"
"SHARALA","3:21","첫사랑 - EP","CLC","19 March 2015","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"First Love","3:41","첫사랑 - EP","CLC","19 March 2015","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Opening the Window","3:34","첫사랑 - EP","CLC","19 March 2015","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Have Faith in God","5:40","The Very Best of CLC Youth & Mass Choirs","CLC","20 September 2005","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Let Everything That Hath Breath Praise the Lord","2:57","The Very Best of CLC Youth & Mass Choirs","CLC","20 September 2005","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"God Will Work A Miracle for You","3:50","The Very Best of CLC Youth & Mass Choirs","CLC","20 September 2005","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Ride on King Jesus","4:54","The Very Best of CLC Youth & Mass Choirs","CLC","20 September 2005","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"New Jerusalem","6:19","The Very Best of CLC Youth & Mass Choirs","CLC","20 September 2005","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Jesus You're Everything","5:35","The Very Best of CLC Youth & Mass Choirs","CLC","20 September 2005","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"A Hiding Place","4:30","The Very Best of CLC Youth & Mass Choirs","CLC","20 September 2005","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Gentle Breeze","4:07","The Very Best of CLC Youth & Mass Choirs","CLC","20 September 2005","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"You Ain't Seen Nothin' (Til You See What God Can Do)","5:13","The Very Best of CLC Youth & Mass Choirs","CLC","20 September 2005","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Call on That Name","5:34","The Very Best of CLC Youth & Mass Choirs","CLC","20 September 2005","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Come On Everybody","5:13","The Very Best of CLC Youth & Mass Choirs","CLC","20 September 2005","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Only What You Do for Christ Will Last","3:27","The Very Best of CLC Youth & Mass Choirs","CLC","20 September 2005","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"If Everybody in This World Knew Jesus","3:34","The Very Best of CLC Youth & Mass Choirs","CLC","20 September 2005","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"チャミスマ","3:19","Chamisma","CLC","27 July 2016","k-pop;j-pop;girl group;jpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"スキドキ","3:00","Chamisma","CLC","27 July 2016","girl group;jpop;k-pop;female vocalists;kpop;japanese pop;asian;k-pop;girl group;korean;pop;kpop;clc;dance"
"Chocolate Spice","3:28","Chamisma","CLC","27 July 2016","girl group;jpop;k-pop;female vocalists;kpop;japanese pop;asian;k-pop;girl group;korean;pop;kpop;clc;dance"
"1, 2, 3 (Japanese Version)","3:37","Chamisma","CLC","27 July 2016","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"学園天国","2:37","Chamisma","CLC","27 July 2016","girl group;jpop;k-pop;female vocalists;kpop;japanese pop;asian;k-pop;girl group;korean;pop;kpop;clc;dance"
"All I Think About","4:35","All I Think About","CLC","22 May 2016","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"두근두근 러브","Add lyrics on Musixmatch","초코뱅크 OST Part.1","CLC","15 February 2016","female vocalists;cute;k-pop;ost;kpop;asian;asian music;k-pop;girl group;korean;pop;kpop;clc;dance"
"두근두근 러브 (Inst.)","3:58","초코뱅크 OST Part.1","CLC","15 February 2016","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Another Level","3:21","오늘부터 계약연애 OST","CLC","9 March 2021","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Another Level (Instrumental)","3:21","오늘부터 계약연애 OST","CLC","9 March 2021","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"HobotSkit","0:32","Сколько эмоций можно вылить всего в пару строк!","CLC","1 January 2005","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Манифест (feat. Froll & Михайлов)","3:55","Сколько эмоций можно вылить всего в пару строк!","CLC","1 January 2005","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"На компакт диске (skit)","1:06","Сколько эмоций можно вылить всего в пару строк!","CLC","1 January 2005","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Рэп террор","3:47","Сколько эмоций можно вылить всего в пару строк!","CLC","1 January 2005","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Проба (Kristina skit)","0:27","Сколько эмоций можно вылить всего в пару строк!","CLC","1 January 2005","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Стой! (feat. Дэн)","2:42","Сколько эмоций можно вылить всего в пару строк!","CLC","1 January 2005","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"От МертвоПавла (МП skit)","1:13","Сколько эмоций можно вылить всего в пару строк!","CLC","1 January 2005","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Грязные Песни (feat. S.O.D.I. & Шагай)","3:59","Сколько эмоций можно вылить всего в пару строк!","CLC","1 January 2005","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Хардкор (Инвалиды Кунг-Фу skit)","1:10","Сколько эмоций можно вылить всего в пару строк!","CLC","1 January 2005","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Под Прицелом (Курыган Remix)","3:44","Сколько эмоций можно вылить всего в пару строк!","CLC","1 January 2005","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Chicco (D'n'B Skit)","0:39","Сколько эмоций можно вылить всего в пару строк!","CLC","1 January 2005","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Скорпион","2:41","Сколько эмоций можно вылить всего в пару строк!","CLC","1 January 2005","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Scorch (K-C 'MM Sample)","0:28","Сколько эмоций можно вылить всего в пару строк!","CLC","1 January 2005","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Под прицелом","3:17","Сколько эмоций можно вылить всего в пару строк!","CLC","1 January 2005","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Серые Дни (Strooch remix)","2:54","Сколько эмоций можно вылить всего в пару строк!","CLC","1 January 2005","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"V.I.P. (feat. T-Run)","3:46","Сколько эмоций можно вылить всего в пару строк!","CLC","1 January 2005","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"CLC Out (feat. Михайлов)","0:09","Сколько эмоций можно вылить всего в пару строк!","CLC","1 January 2005","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Liar","3:17","CRYSTAL - EP","CLC","17 January 2017","k-pop;electronic;korean;dance;k-pop;girl group;korean;pop;kpop;clc;dance"
"Hobgoblin","3:30","CRYSTAL - EP","CLC","17 January 2017","k-pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Mistake","3:08","CRYSTAL - EP","CLC","17 January 2017","k-pop;dance;korean;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Meow Meow","3:18","CRYSTAL - EP","CLC","17 January 2017","k-pop;2017;pop;dance;k-pop;girl group;korean;pop;kpop;clc;dance"
"I Mean That","3:14","CRYSTAL - EP","CLC","17 January 2017","k-pop;pop;korean;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Depression","3:27","CRYSTAL - EP","CLC","17 January 2017","love at first listen;k-pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Call on That Name","5:34","Live... In The Spirit","CLC","28 August 2012","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Have Faith in God","5:40","Live... In The Spirit","CLC","28 August 2012","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Miles Away from Home (feat. Micky Bullen)","3:32","Miles Away from Home (feat. Micky Bullen)","CLC","27 May 2012","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Voice From The Lake","5:48","Voice From The Lake","CLC","21 July 2023","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Nasty","5:12","Voice From The Lake","CLC","21 July 2023","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Power Of Good","6:11","Voice From The Lake","CLC","21 July 2023","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Let Everything That Hath Breath Praise the Lord","2:57","He Alone Is Worthy","CLC","28 August 2012","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Intro","1:08","ZERO EP THE LOST TAPES","CLC","28 May 2014","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"OI DJUST SWALKING","1:57","ZERO EP THE LOST TAPES","CLC","28 May 2014","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"ME-MIMI-HANA","2:12","ZERO EP THE LOST TAPES","CLC","28 May 2014","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"PLAN C","4:03","ZERO EP THE LOST TAPES","CLC","28 May 2014","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"IF...","2:28","ZERO EP THE LOST TAPES","CLC","28 May 2014","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"ZERO","4:15","ZERO EP THE LOST TAPES","CLC","28 May 2014","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"I JUST WALKING ~ for girl remix","2:51","ZERO EP THE LOST TAPES","CLC","28 May 2014","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"HAJIMARI NO AIZU ~ guidance mix","3:40","ZERO EP THE LOST TAPES","CLC","28 May 2014","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"MAGIC NUMBER ~ sunny mix","3:39","ZERO EP THE LOST TAPES","CLC","28 May 2014","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"D.I.P ~ sllipin'dark mix","3:38","ZERO EP THE LOST TAPES","CLC","28 May 2014","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"FILLET-O ~ ice&smooth mix","4:17","ZERO EP THE LOST TAPES","CLC","28 May 2014","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"FOR TIME ~ big city mix","3:57","ZERO EP THE LOST TAPES","CLC","28 May 2014","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"PLATHOME ~ suway mix","4:12","ZERO EP THE LOST TAPES","CLC","28 May 2014","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"INVISIBLE STAR ~ indigo mix","3:55","ZERO EP THE LOST TAPES","CLC","28 May 2014","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Intro","1:08","Zero EP (Ver. SHBEATS)","CLC","17 July 2013","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Monster","3:31","Zero EP (Ver. SHBEATS)","CLC","17 July 2013","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"CZAR (cuts by K-Flash)","4:24","Zero EP (Ver. SHBEATS)","CLC","17 July 2013","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Munchees Guy","3:15","Zero EP (Ver. SHBEATS)","CLC","17 July 2013","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Joker (feat. Kroud)","3:39","Zero EP (Ver. SHBEATS)","CLC","17 July 2013","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Plan B","3:30","Zero EP (Ver. SHBEATS)","CLC","17 July 2013","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"S.H.I.T (feat. 仙人掌)","4:06","Zero EP (Ver. SHBEATS)","CLC","17 July 2013","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Missa (feat. Kroud)","5:54","Zero EP (Ver. SHBEATS)","CLC","17 July 2013","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Come On Everybody","5:13","I Dedicate Myself","CLC","28 August 2012","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"God Will Work A Miracle for You","3:50","I Dedicate Myself","CLC","28 August 2012","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Gentle Breeze","4:07","I Dedicate Myself","CLC","28 August 2012","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"New Jerusalem","6:19","I Dedicate Myself","CLC","28 August 2012","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"You Ain't Seen Nothin' (Til You See What God Can Do)","5:13","You Ain't Seen Nothin'","CLC","28 August 2012","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"A Hiding Place","4:30","You Ain't Seen Nothin'","CLC","28 August 2012","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"If Everybody in This World Knew Jesus","3:34","You Ain't Seen Nothin'","CLC","28 August 2012","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Strange Feeling","5:59","Strange Feeling","CLC","21 February 2023","k-pop;girl group;korean;pop;kpop;clc;dance;k-pop;girl group;korean;pop;kpop;clc;dance"
"Make My Heart","6:06","Strange Feeling","CLC","21 February 2023","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Dancefloor Self","6:09","Strange Feeling","CLC","21 February 2023","k-pop;girl group;korean;pop;kpop;clc;dance;k-pop;girl group;korean;pop;kpop;clc;dance"
"Scarlet","4:54","Strange Feeling","CLC","21 February 2023","k-pop;girl group;korean;pop;kpop;clc;dance;k-pop;girl group;korean;pop;kpop;clc;dance"
"Timeless","6:37","Timeless","CLC","14 October 2022","k-pop;girl group;korean;pop;kpop;clc;dance;k-pop;girl group;korean;pop;kpop;clc;dance"
"Her with You","6:52","Timeless","CLC","14 October 2022","k-pop;girl group;korean;pop;kpop;clc;dance;k-pop;girl group;korean;pop;kpop;clc;dance"
"Her with You (Lucas Martins Remix)","5:22","Timeless","CLC","14 October 2022","k-pop;girl group;korean;pop;kpop;clc;dance;k-pop;girl group;korean;pop;kpop;clc;dance"
"World Hold On","6:23","Timeless","CLC","14 October 2022","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"ME（美）","Add lyrics on Musixmatch","ME（美）","CLC","29 May 2019","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"두근두근 러브","Add lyrics on Musixmatch","초코뱅크 (Original Soundtrack), Pt. 1","CLC","15 February 2016","female vocalists;cute;k-pop;ost;kpop;asian;asian music;k-pop;girl group;korean;pop;kpop;clc;dance"
"두근두근 러브 (instrumental)","Add lyrics on Musixmatch","초코뱅크 (Original Soundtrack), Pt. 1","CLC","15 February 2016","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Full On Fire","5:26","Full On Fire","CLC","17 November 2023","k-pop;girl group;korean;pop;kpop;clc;dance;k-pop;girl group;korean;pop;kpop;clc;dance"
"HobotSkit","0:32","Сколько эмоций можно вылить всего в пару строк! [Explicit]","CLC","17 tracks","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"На компакт диске (skit)","1:06","Сколько эмоций можно вылить всего в пару строк! [Explicit]","CLC","17 tracks","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Рэп террор","3:47","Сколько эмоций можно вылить всего в пару строк! [Explicit]","CLC","17 tracks","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Проба (Kristina skit)","0:27","Сколько эмоций можно вылить всего в пару строк! [Explicit]","CLC","17 tracks","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"От МертвоПавла (МП skit)","1:13","Сколько эмоций можно вылить всего в пару строк! [Explicit]","CLC","17 tracks","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Хардкор (Инвалиды Кунг-Фу skit)","1:10","Сколько эмоций можно вылить всего в пару строк! [Explicit]","CLC","17 tracks","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Под Прицелом (Курыган Remix)","3:44","Сколько эмоций можно вылить всего в пару строк! [Explicit]","CLC","17 tracks","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Chicco (D'n'B Skit)","0:39","Сколько эмоций можно вылить всего в пару строк! [Explicit]","CLC","17 tracks","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Скорпион","2:41","Сколько эмоций можно вылить всего в пару строк! [Explicit]","CLC","17 tracks","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Scorch (K-C 'MM Sample)","0:28","Сколько эмоций можно вылить всего в пару строк! [Explicit]","CLC","17 tracks","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
"Под прицелом","3:17","Сколько эмоций можно вылить всего в пару строк! [Explicit]","CLC","17 tracks","k-pop;girl group;korean;pop;kpop;k-pop;girl group;korean;pop;kpop;clc;dance"
